,original_index,time_center,true_P1_output1,true_P2_output2,pred_P1_output1,pred_P2_output2
60,1141,85.5,2.48953488491382e-08,2.29430176960575e-09,0.0012023527674500656,0.0012023523388564605
61,1142,85.75,2.80942010536553e-08,3.99983910032779e-08,-0.006042352195146705,-0.0060423512755169995
62,1143,86.0,4.59130775412889e-08,4.8396327475954e-08,-0.008106405509770376,-0.008106403787404126
63,1144,86.25,8.28500504356788e-09,5.02732332781437e-08,-0.004143181459765888,-0.004143180822640868
64,1145,86.5,1.61986520419773e-08,3.94725110118094e-08,0.012171030190029075,0.012171030379770187
65,1146,86.75,3.64835269926306e-08,4.01966271436714e-08,0.00017337638260128685,0.00017337831576469398
66,1147,87.0,5.021959425352e-08,5.13343643362729e-09,-0.010378331594889989,-0.01037833073254113
67,1148,87.25,6.9730564857485e-09,1.62533158344626e-08,0.00835579563082911,0.00835579395428443
68,1149,87.5,1.4505495805208902e-09,4.664791508114621e-09,0.013266316709294568,0.013266313780763817
69,1150,87.75,7.279167899373721e-09,2.28447605785253e-08,0.005884346646842786,0.005884344615266546
70,1151,88.0,1.77198704148778e-08,4.11127498194348e-08,0.013657998259116066,0.013657996705993547
71,1152,88.25,6.39605020854416e-08,1.96805800890609e-07,0.007527008511777122,0.007527007642616823
72,1153,88.5,3.70108460547559e-08,6.47602087290309e-08,-0.017939735390672062,-0.017939732768189387
73,1154,88.75,3.38156353261451e-09,5.98011175016036e-09,-0.010613545463784124,-0.010613542228345985
74,1155,89.0,2.18408984835801e-08,1.23047934779311e-08,-0.00866070283556386,-0.008660700939142174
75,1156,89.25,1.86919103913261e-08,3.52191575384647e-08,-0.005578883465461093,-0.005578883226364351
76,1157,89.5,2.69288592900629e-09,2.12583050006961e-08,0.02165971909622222,0.02165971934039579
77,1158,89.75,1.55333774969821e-08,1.05065593140465e-08,0.001526841198807638,0.0015268423272165599
78,1159,90.0,5.77972872279947e-08,2.38313645293015e-08,-0.020429197788341735,-0.02042919831376322
79,1160,90.25,2.0197504872401604e-09,3.21000753106068e-09,-0.008801708579476042,-0.008801709602322294
80,1161,90.5,1.18444021005814e-09,4.27329432816048e-08,0.0075046964720795195,0.0075046953513511205
81,1162,90.75,2.27217639056044e-08,1.71557974880159e-08,0.0038748021053538473,0.0038748008168569825
82,1163,91.0,2.44232146556546e-08,3.60655307713191e-08,0.007500515325234325,0.00750051511320704
83,1164,91.25,1.85978091176673e-08,2.63571798857104e-08,0.01690323927446924,0.01690323927724613
84,1165,91.5,3.4836230226295904e-09,6.16097690697279e-08,-0.0012369816692099356,-0.0012369821509183865
85,1166,91.75,4.03230237172211e-08,4.71049776344801e-08,-0.008616486549427815,-0.008616487596602163
86,1167,92.0,1.97227764277199e-09,7.0785088877380606e-09,-0.00881147580827557,-0.00881147836886953
87,1168,92.25,1.34928948982022e-08,4.66412306222809e-08,-0.007258109355915199,-0.007258110483380431
88,1169,92.5,8.247715603819881e-09,4.89205869087772e-08,0.000588272788939026,0.0005882755466348755
89,1170,92.75,6.96294766780101e-10,2.69511948867149e-08,0.00880096720568213,0.008800967603034504
90,1171,93.0,3.5767279531072e-09,2.07363129903446e-08,-0.001867230435878664,-0.0018672302368529792
91,1172,93.25,2.34515541270067e-10,5.39349432941742e-08,-0.002787031985489019,-0.002787028555979454
92,1173,93.5,4.17514825532033e-09,1.09835901777234e-08,-0.0007092390648835156,-0.0007092358233502516
93,1174,93.75,3.41895225352984e-09,4.831729000200381e-09,-0.0006805343005695796,-0.0006805317899285512
94,1175,94.0,3.31583737250805e-09,1.03572490121489e-08,0.00031898868742752384,0.000318989500927902
95,1176,94.25,4.6655040945572104e-09,1.86375273506671e-08,-0.008150972934342082,-0.008150974437718173
96,1177,94.5,2.24691704968447e-08,3.938330965522e-08,-0.012382496889457695,-0.012382497241357537
97,1178,94.75,4.10643476521766e-09,9.27191307049729e-09,-0.016491694829613657,-0.01649169326950517
98,1179,95.0,4.27419835137906e-08,3.2741933239243e-08,-0.004206735132197714,-0.004206736906283037
99,1180,95.25,5.0797339133374e-08,8.73101311029162e-09,-0.0034398897120371252,-0.0034398896043392746
100,1181,95.5,4.02368260054929e-09,3.15779498409783e-08,-0.00426750785785357,-0.004267506415461586
101,1182,95.75,6.90881642884745e-08,5.1624452040131e-08,0.0008365010289952401,0.0008365000784706922
102,1183,96.0,1.5632529046981e-08,2.98474762615496e-08,0.0019317584907270202,0.0019317585990559216
103,1184,96.25,1.31866574739082e-07,1.83994494577455e-08,0.01758748740235694,0.017587487300747995
104,1185,96.5,2.59324637259535e-08,5.56237901496181e-09,0.01613713472611744,0.016137132918664587
105,1186,96.75,3.5783418645404203e-09,4.06456519599866e-09,-0.0028958794301341406,-0.0028958797562483873
106,1187,97.0,4.77442224979776e-09,6.98340125816685e-09,0.0021546682960322805,0.0021546689864462287
107,1188,97.25,2.07838808920136e-08,4.4128284018105e-09,0.008677652755630039,0.008677653733586421
108,1189,97.5,4.06872759581314e-09,1.15462823912061e-08,0.018921969685907758,0.018921970487949746
109,1190,97.75,3.57294965291117e-08,2.5749789631715e-08,0.01111725449586487,0.01111725293961019
110,1191,98.0,4.53301002557333e-08,1.02739155522918e-08,-0.010204344934186427,-0.010204347877508901
111,1192,98.25,2.6043144749288404e-09,4.3642821644203405e-09,-0.010287186562405015,-0.010287187938491815
112,1193,98.5,7.57028080808554e-08,2.30252274286171e-08,-0.009252910039522444,-0.009252909251982633
113,1194,98.75,2.95289224605264e-08,1.00234064068029e-08,-0.005904354775414067,-0.005904355769252412
114,1195,99.0,9.719247458820031e-09,1.7743622212452e-08,-0.01767274933721108,-0.01767274841263866
115,1196,99.25,2.63296915894437e-08,3.48098449664862e-08,-0.016429747727100708,-0.01642974610894754
116,1197,99.5,3.69917106324587e-08,5.39880324995454e-08,-0.006895001234559217,-0.006895001691004321
117,1198,99.75,3.6284526117627505e-09,5.200931667242851e-09,-0.015288518478497881,-0.015288518312717603
118,1199,99.875,4.46224147043261e-08,3.4487089780337604e-09,-0.02457547120607151,-0.024575470689485623
